430 1 -4163 35 35 35
134         -444245.82763464848      
133         -439876.49646413716      
133         -438329.79363087495      
132         -431938.71376565698      
133         -434650.46858224447      
134         -441080.15487589967      
134         -443933.13220826496      
132         -433400.66123794485      
133         -438154.34866802522      
132         -433191.34522101918      
132         -433738.45285667991      
134         -442311.48100633023      
134         -438112.3019526641       
134         -440808.47164141195      
133         -438882.82907931495      
132         -435329.68089430331      
132         -435273.58822713484      
132         -435217.73711869493      
133         -441070.56150324835      
133         -435206.35492959281      
135         -447606.86366760812      
135         -451475.06132085057      
135         -451865.56451421906      
134         -444320.88871922478      
134         -446617.14519381063      
134         -443740.03479664121      
134         -441728.70238977723      
133         -434303.67442755925      
132         -428026.54534134746      
133         -436045.37375421694      
133         -435518.22512744652      
133         -436244.17412711633      
133         -437030.31476880936      
134         -443838.19716877397      
134         -440171.84972962015      
134         -438311.86006529094      
133         -436029.70585645875      
133         -437488.52216558438      
131         -425815.03829483589      
133         -441991.81845327228      
134         -448163.57058945118      
134         -448063.91695473826      
132         -436466.85059102217      
133         -443817.39631533518      
133         -445310.51314331993      
134         -449044.65762166737      
134         -450656.61019457912      
133         -443372.46060196485      
134         -447258.44718673651      
133         -443180.45573049237      
133         -437760.55142157956      
132         -431351.41510151065      
131         -428680.21821836371      
131         -431909.09395172721      
131         -435374.07254679006      
133         -444388.58395029296      
133         -442218.33663818758      
134         -450423.84336724237      
133         -448723.67652427882      
132         -440037.16821801208      
133         -444364.01353573368      
134         -446299.73816827388      
134         -446864.62111772352      
134         -444527.24351633969      
134         -448273.93627113226      
134         -449878.65847077721      
133         -443156.16867497168      
134         -451983.3422706803       
133         -444757.02341663378      
133         -443643.19329898024      
133         -442872.98868321575      
134         -447771.34852173383      
134         -450627.90670913539      
134         -451300.02627821575      
134         -449006.10404695239      
134         -447972.46987812471      
132         -431860.76854489301      
131         -423506.88007540995      
132         -430211.62506635935      
132         -433603.48864928528      
132         -440950.37094172556      
132         -441299.64592015604      
132         -441556.03328905132      
132         -441740.22020715865      
131         -436834.20935497992      
131         -438840.31452037836      
130         -429649.10072213295      
130         -426928.36543674959      
130         -423842.1031732785       
131         -431742.36992758879      
131         -432255.0162113962       
130         -423727.90933850227      
130         -420759.09350790759      
130         -419311.21174462297      
129         -412449.35599990009      
130         -419449.76765452314      
128         -412080.55476155231      
128         -414933.41996986512      
128         -415193.61291204154      
128         -413712.41520595516      
129         -419634.87224521814      
127         -411075.5674008053       
129         -418393.37883559882      
128         -410974.04886761837      
129         -414566.14690389624      
130         -421293.52024528605      
131         -426356.30485890881      
131         -428139.71356611315      
131         -433122.7405366872       
130         -425690.20586783532      
131         -431641.25163355947      
130         -423953.66320705123      
131         -428318.20738321193      
130         -419178.63331450208      
